611;156;Vinařství Košulič;Hustopeče;André;Č;;2010;An;;barique;8;85;;
612;151;Smejkal Jan;Ořechov;André;Č;;2020;An;;;8;87;;
613;125;Klement Pavel;Klobouky u Brna;André;Č;;2021;An;;;8;68;;
621;118;Vinařství Hamala;Miroslav;Blauburger;Č;;2022;Bl;;;9;76;;
622;147;Klobou Bohuslav;Brno-Starý Lískovec;Blauburger;Č;;2021;Bl;;;9;83;;
631;172;Doložílek Radek;Boršice;Cabernet Moravia;Č;;2023;CM;;;9;84;;
632;128;Horký Petr;Ořechov;Cabernet Moravia;Č;;2023;CM;;;9;89;;
633;46;Pavlas Jan;Želešice;Cabernet Moravia;Č;;2020;CM;;;9;83;;
634;61;Špíšek Milan;Brno;Cabernet Moravia;Č;;2017;CM;;;9;80;;
635;45;Paulík Josef;Obřany;Cabernet Moravia;Č;;2018;CM;;;9;84;;
641;122;Vinařství Buriánkovi;Hlohovec;Cabernet Sauvignon;Č;;2019;CS;suché;;9;90;;
